DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
2007246-DCA,Business,2021-07-31,Active,2014-04-30,Secondhand Dealer - Auto,BAY RIDGE VOLVO-AMERICAN INC.,,419,90TH ST,,BROOKLYN,NY,11209,7188364600,Brooklyn,3.0,310.0,43.0,3154223,3060660037,BK31,160.0,,-74.02917709935674,40.61965570829597,"(40.61965570829598, -74.02917709935673)"
2089115-DCA,Business,2020-04-30,Active,2019-08-05,Pawnbroker,BIG APPLE GENERAL BUYERS INC,,74,W 47TH ST,,NEW YORK,NY,10036,6463593247,Manhattan,1.0,105.0,4.0,1034350,1012620072,MN17,96.0,,-73.98075016784145,40.75757149708088,"(40.757571497080875, -73.98075016784145)"
2089039-DCA,Business,2019-08-25,Inactive,2019-08-02,Amusement Device Temporary,"MCDANIEL BROTHERS SHOWS, INC.",MCDANIELS BROTHER SHOWS,681,KELLY ST,,BRONX,NY,10455,2013760581,Bronx,2.0,202.0,17.0,2005133,2026860020,BX33,83.0,"Device Name(s):  ALPHINE FUNNI-FRITE, FERRIS WHEEL, SCREAMER-HIGHFLYER, TEMPEST, SWINGER, BERRY GO ROUND, CAR COMBO, GRANNY BUG, DRAGON WAGON, BALL CRAWL, FIRE TRUCK, GRAVITRON, CRAZY BUS",-73.9021389689345,40.81542896515265,"(40.81542896515265, -73.9021389689345)"
2069385-DCA,Business,2021-01-31,Active,2018-04-13,Debt Collection Agency,Jessica L Schneider,,1,PIERCE PL,,ITASCA,IL,60143,8477583000,Outside NYC,,,,,,,,,,,
2089543-DCA,Business,2021-03-31,Active,2019-08-14,Garage,GR PARKING INC,,4007,73RD ST,,WOODSIDE,NY,11377,3474459514,Queens,4.0,404.0,25.0,4030453,4013057501,QN50,265.0,"Vehicle Spaces: 74, Bicycle Spaces: 7",-73.89225068975395,40.74643667304574,"(40.74643667304574, -73.89225068975396)"
2089928-DCA,Business,2021-01-31,Active,2019-08-26,Debt Collection Agency,"NATIONWIDE CREDIT, INC.",,3835,N FREEWAY BLVD,,SACRAMENTO,CA,95834,770-383-4324,Outside NYC,,,,,,,,,,,
2001050-DCA,Business,2021-01-31,Active,2013-11-25,Debt Collection Agency,ALLIANT CAPITAL MANAGEMENT LLC,,210,JOHN GLENN DR,,BUFFALO,NY,14228,7162536061,Outside NYC,,,,,,,,,,,
1465520-DCA,Business,2021-01-31,Active,2013-05-21,Debt Collection Agency,"CREDIT CENTER, LLC",,7,FINANCE DR,,DANBURY,CT,06810,2037920220,Outside NYC,,,,,,,,,,,
2007539-DCA,Business,2021-01-31,Active,2014-05-06,Debt Collection Agency,"CBE Customer Solutions, Inc.",Paragon Solutions,233,FISHER DR,,WATERLOO,IA,50701,,Outside NYC,,,,,,,,,,,
2026953-DCA,Business,2021-01-31,Inactive,2015-08-12,Debt Collection Agency,STUART-LIPPMAN AND ASSOCIATES INC,,5447,E 5TH ST,,TUCSON,AZ,85711,520-881-5900,Outside NYC,,,,,,,,,,,
2017298-DCA,Business,2021-01-31,Active,2015-01-14,Debt Collection Agency,FIRST INVESTORS SERVICING CORPORATION,,5757,WOODWAY DR,,HOUSTON,TX,77057,7709563800,Outside NYC,,,,,,,,,,,
2037068-DCA,Business,2021-07-31,Active,2016-05-04,Secondhand Dealer - Auto,UNIQUE TRUCK SALES CORP.,,1161,LONGWOOD AVE,,BRONX,NY,10474,718-618-7373,Bronx,2.0,202.0,17.0,2094365,2027370142,BX27,93.0,,-73.89223170306704,40.8139489593306,"(40.813948959330595, -73.89223170306704)"
2012774-DCA,Business,2021-07-31,Active,2014-09-02,Secondhand Dealer - Auto,LA BAHIA MOTORS CORP.,,1881,BRUCKNER BLVD,,BRONX,NY,10472,7184502453,Bronx,2.0,209.0,18.0,2023643,2037320009,BX55,44.0,,-73.86098230678775,40.82612403668396,"(40.82612403668395, -73.86098230678775)"
2089098-DCA,Business,2020-04-30,Active,2019-08-05,Tow Truck Company,C & S TOWING INC,,1112,44TH AVE,,LONG ISLAND CITY,NY,11101,718-688-4296,Queens,4.0,402.0,26.0,4005227,4004460034,QN31,19.0,Active Plate Numbers:  6696,-73.94903870985894,40.749953395538355,"(40.74995339553836, -73.94903870985894)"
1418529-DCA,Business,2019-08-27,Inactive,2013-07-09,Garage,QUIK PARK WATER STREET LLC,,95,WALL ST,,NEW YORK,NY,10005,2128322066,Manhattan,1.0,101.0,1.0,1000864,1000330011,MN25,7.0,"Vehicle Spaces: 97, Bicycle Spaces: 10",-74.00737574783014,40.70500258030051,"(40.70500258030051, -74.00737574783014)"
2089312-DCA,Business,2021-03-15,Active,2019-08-08,Dealer In Products,BRACE IT INC,,3060,OCEAN AVE,,BROOKLYN,NY,11235,7186482770,Brooklyn,3.0,315.0,48.0,3205035,3074640035,BK17,600.0,,-73.94902285195718,40.586732503333934,"(40.586732503333934, -73.94902285195718)"
1468765-DCA,Business,2021-07-31,Active,2013-07-05,Secondhand Dealer - Auto,BERG FAMILY ENTERPRISES LLC,SUNRISE CHEVROLET,10812,69TH RD,,FOREST HILLS,NY,11375,7182637700,Queens,4.0,406.0,29.0,4052289,4022200012,QN17,739.0,,-73.84480437244926,40.72439975055654,"(40.72439975055655, -73.84480437244926)"
1388973-DCA,Business,2021-01-31,Active,2011-04-22,Debt Collection Agency,"AMSHER COLLECTION SERVICES, INC.",,4524,SOUTHLAKE PKWY,,HOOVER,AL,35244,2053132550,Outside NYC,,,,,,,,,,,
2082849-DCA,Business,2021-01-31,Active,2019-03-05,Debt Collection Agency,"ACTIVATE FINANCIAL, LLC",,AVE DE LOS INSURGENT,1200 LAGO SUR,,BAJA,CA,92121,858-815-9651,Outside NYC,,,,,,,,,,,
2021796-DCA,Business,2019-11-19,Active,2015-04-28,Garage and Parking Lot,QUIK PARK GEM GARAGE LLC,,44,W 47TH ST,,NEW YORK,NY,10036,212-832-2066,Manhattan,1.0,105.0,4.0,1034346,1012627502,MN17,96.0,"Vehicle Spaces: 64, Bicycle Spaces: 6",-73.98004639150709,40.75727220014448,"(40.757272200144484, -73.98004639150709)"
2075834-DCA,Business,2019-01-31,Inactive,2018-07-18,Debt Collection Agency,"DIVERSIFIED CONSULTANTS, INC.",,7575,SW MOHAWK ST,,TUALATIN,OR,97062,904-247-5500,Outside NYC,,,,,,,,,,,
2089420-DCA,Business,2021-03-15,Active,2019-08-12,Dealer In Products,Viva Med Supplies & Equipment Inc,,5856,FRESH POND RD,,MASPETH,NY,11378,9176122879,Queens,4.0,405.0,30.0,4061201,4027390159,QN30,521.0,,-73.9027871614493,40.72040655010144,"(40.72040655010144, -73.9027871614493)"
1403778-DCA,Business,2021-07-31,Active,2011-08-11,Secondhand Dealer - Auto,BOSTON ROAD AUTO MALL INC.,,3040,LURTING AVE,,BRONX,NY,10469,9175184771,Bronx,2.0,211.0,12.0,2000000,2045780031,BX31,344.0,,-73.85661681151589,40.87001756159268,"(40.87001756159268, -73.85661681151589)"
2040682-DCA,Business,2021-01-31,Active,2016-07-18,Debt Collection Agency,"HUNTER WARFIELD, INC.",,4645,S LAKESHORE DR,,TEMPE,AZ,85282,480-456-0020,Outside NYC,,,,,,,,,,,
2090078-DCA,Business,2021-01-31,Active,2019-08-29,Debt Collection Agency,PORTFOLIO FINANCIAL SERVICING COMPANY,,7303,SE LAKE RD,,PORTLAND,OR,97267,503-721-3234,Outside NYC,,,,,,,,,,,
2089092-DCA,Business,2021-03-31,Active,2019-08-05,Garage,WEST 17TH GARAGE MGMT LLC,,151,W 17TH ST,,NEW YORK,NY,10011,212-289-7200,Manhattan,1.0,104.0,3.0,1085965,1007937505,MN13,81.0,"Vehicle Spaces: 24, Bicycle Spaces: 0",-73.99760026282705,40.740187845901,"(40.740187845901, -73.99760026282705)"
2052496-DCA,Business,2021-07-31,Active,2017-05-04,Secondhand Dealer - Auto,"STATEN ISLAND BUICK GMC, LLC",,1855,HYLAN BLVD,,STATEN ISLAND,NY,10305,,Staten Island,5.0,502.0,50.0,5050875,5035480018,SI36,11401.0,,-74.0949981526487,40.583984440505965,"(40.58398444050597, -74.09499815264871)"
2019163-DCA,Business,2020-04-30,Inactive,2015-03-09,Tow Truck Company,TRI-STAR COLLISION CORP,,3738,MERRITT AVE,,BRONX,NY,10466,347-275-6586,Bronx,2.0,212.0,12.0,2097426,2049520060,BX03,484.0,"Active Plate Numbers:  7955, 8111, 8446",-73.8292637666267,40.88708527378068,"(40.88708527378068, -73.82926376662668)"
2070019-DCA,Business,2019-08-21,Inactive,2018-04-25,Garage,59-61 WEST 36TH STREET PARKING CORP,,59,W 36TH ST,,NEW YORK,NY,10018,212-736-7171,Manhattan,1.0,105.0,4.0,1000000,1008380010,MN17,84.0,"Vehicle Spaces: 47, Bicycle Spaces: 0",-73.98589887002298,40.75069116396185,"(40.75069116396184, -73.98589887002298)"
2089166-DCA,Business,2021-03-31,Active,2019-08-06,Parking Lot,PARKING DE POINT INC,,2007,127TH ST,,COLLEGE POINT,NY,11356,7188880689,Queens,4.0,407.0,19.0,4099328,4041720007,QN23,919.0,"Vehicle Spaces: 120, Bicycle Spaces: 12",-73.84141438389342,40.781455757966704,"(40.781455757966704, -73.84141438389342)"
2089796-DCA,Business,2020-03-31,Active,2019-08-21,Newsstand,Zayneb Youssef,,SEC,COLUMBUS AVENUE,WEST   60 STREET,NEW YORK,NY,10023,9292450453,Manhattan,1.0,107.0,3.0,,,,,,-73.98431353078193,40.76984926945831,"(40.769849269458305, -73.98431353078193)"
1474004-DCA,Business,2019-11-01,Active,2013-09-19,Pedicab Business,"WELDEGERGISH, SAMUEAL",,39,N CLINTON ST,,EAST ORANGE,NJ,07017,9735172143,Outside NYC,,,,,,,,"Active Sticker Numbers:  1692, 2490",,,
2075368-DCA,Business,2019-10-10,Active,2018-07-11,Garage,ENTERPRISE 57 PARKING LLC,,606,W 57TH ST,,NEW YORK,NY,10019,2125643199,Manhattan,1.0,104.0,6.0,1090190,1011040031,MN15,135.0,"Vehicle Spaces: 400, Bicycle Spaces: 22",-73.99194548427923,40.770530751156386,"(40.77053075115638, -73.99194548427923)"
2089583-DCA,Business,2020-04-30,Active,2019-08-15,Tow Truck Company,HARD CORE AUTOMOTIVE CORP.,,749,E 136TH ST,,BRONX,NY,10454,3475775553,Bronx,2.0,201.0,17.0,2003778,2025650060,BX39,19.0,Active Plate Numbers:  5662,-73.91286306997183,40.803185119748214,"(40.80318511974821, -73.91286306997183)"
2072755-DCA,Business,2019-11-07,Active,2018-06-06,Garage,MP 30 YARDS LLC,,520,W 30TH ST,,NEW YORK,NY,10001,2124903460,Manhattan,1.0,104.0,3.0,1089836,1007010016,MN13,99.0,"Vehicle Spaces: 40, Bicycle Spaces: 0",-74.0022522025444,40.75258588053308,"(40.752585880533076, -74.00225220254441)"
2089554-DCA,Business,2021-03-31,Active,2019-08-14,Garage,WEST 87TH GARAGE LLC,,2373,BROADWAY,,NEW YORK,NY,10024,646-964-4323,Manhattan,1.0,107.0,6.0,1076251,1012347501,MN12,175.0,"Vehicle Spaces: 124, Bicycle Spaces: 12",-73.97616569878966,40.78871793125264,"(40.78871793125264, -73.97616569878966)"
2082879-DCA,Business,2021-01-31,Active,2019-03-05,Debt Collection Agency,"Kingston Data & Credit International, Inc.",,498,EAGLE STREET NORTH,,CAMBRIDGE,,N3H 1,8889083151,Outside NYC,,,,,,,,,,,
2089169-DCA,Business,2021-03-31,Active,2019-08-06,Garage,95 WORTH GARAGE LLC,,336,BROADWAY,,NEW YORK,NY,10013,6469644323,Manhattan,1.0,101.0,1.0,1085786,1001700001,MN24,31.0,"Vehicle Spaces: 114, Bicycle Spaces: 12",-74.00447670389374,40.71633585401581,"(40.71633585401581, -74.00447670389373)"
2089813-DCA,Business,2019-10-09,Active,2019-08-21,Garage,XTELL PARKING LLC,,17802,HILLSIDE AVE,,JAMAICA,NY,11432,917-592-4762,Queens,4.0,412.0,27.0,4212276,4099130025,QN61,468.0,"Vehicle Spaces: 100, Bicycle Spaces: 10",-73.78519950489277,40.71231209034479,"(40.71231209034479, -73.78519950489277)"
2089590-DCA,Business,2020-05-01,Active,2019-08-15,Employment Agency,"7D Talent Agency, LLC",7D Talent Agency,902,BROADWAY,,NEW YORK,NY,10010,551-587-5458,Manhattan,1.0,105.0,2.0,1016201,1008490016,MN13,52.0,,-73.9897263781312,40.739278899856075,"(40.73927889985608, -73.9897263781312)"
2054291-DCA,Business,2019-11-10,Active,2017-06-12,Garage,CHAMPION PARKING 92 LLC,,114,W 92ND ST,,NEW YORK,NY,10025,2123085959,Manhattan,1.0,107.0,6.0,1032500,1012220040,MN12,177.0,"Vehicle Spaces: 106, Bicycle Spaces: 10",-73.9701051681716,40.79058842550907,"(40.79058842550907, -73.97010516817159)"
2081238-DCA,Business,2021-07-31,Active,2019-01-09,Secondhand Dealer - Auto,ZERO AUTO MALL LLC,,1751,BUSHWICK AVE,,BROOKLYN,NY,11207,917-634-7670,Brooklyn,3.0,305.0,37.0,3425026,3034810001,BK83,114201.0,,-73.89906937698608,40.67884756006372,"(40.678847560063716, -73.89906937698608)"
2086591-DCA,Business,2019-08-25,Inactive,2019-05-30,Amusement Device Temporary,WONDERLAND MIDWAY CORP.,,130,BEACH 84TH ST,,ROCKAWAY BEACH,NY,11693,7189289920,Queens,4.0,414.0,32.0,4303594,4161300013,QN12,94203.0,"Device Name(s):  FERRIS WHEEL, JUNIOR JET, KITE FLYER, TEA CUP, FAMILY TRAIN, GRANNY BUG, JITTERBUG",-73.80972292277065,40.58645725468078,"(40.58645725468078, -73.80972292277065)"
2079572-DCA,Business,2021-01-31,Active,2018-10-30,Debt Collection Agency,RADIUS GLOBAL SOLUTIONS LLC,,501 & 601,"A WING, SUPREME BUSINESS PARK","HIRANANDANI GARDENS, POWAI, SUITE 501, 601 & 701",MUMBAI,INDIA,40007,952-831-4005,Outside NYC,,,,,,,,,,,
2040535-DCA,Business,2019-01-31,Inactive,2016-07-15,Debt Collection Agency,"Global Receivables Solutions, Inc","Global Receivables Solutions, Inc",7171,MERCY RD,,OMAHA,NE,68106,4025467055,Outside NYC,,,,,,,,,,,
1474168-DCA,Business,2021-01-31,Active,2013-09-26,Debt Collection Agency,THE RECEIVABLE MANAGEMENT SERVICES CORPORATION,,240,EMERY ST,,BETHLEHEM,PA,18015,866-490-3593,Outside NYC,,,,,,,,,,,
2080068-DCA,Business,2019-10-16,Active,2018-11-20,Amusement Arcade,"DAVE & BUSTERS OF NEW YORK, INC.",,2655,RICHMOND AVE,,STATEN ISLAND,NY,10314,2149042257,Staten Island,5.0,502.0,51.0,,,SI24,27702.0,,-74.16905343328875,40.5823046113327,"(40.5823046113327, -74.16905343328875)"
2089751-DCA,Business,2021-03-31,Active,2019-08-20,Garage,J P PARKING II CORP,,4501,BROADWAY,,NEW YORK,NY,10040,2018000358,Manhattan,1.0,112.0,10.0,1085397,1021800633,MN35,279.0,"Vehicle Spaces: 117, Bicycle Spaces: 12",-73.93174434222108,40.85845442484461,"(40.85845442484461, -73.93174434222108)"
2011208-DCA,Business,2020-05-01,Active,2014-07-25,Employment Agency,GKL EMPLOYMENT AGENCY CORP,,2082,E 13TH ST,,BROOKLYN,NY,11229,718-336-4223,Brooklyn,3.0,315.0,48.0,3197980,3073170040,BK25,582.0,,-73.95837954088668,40.59922236671909,"(40.59922236671909, -73.95837954088668)"
2082447-DCA,Business,2020-05-01,Active,2019-02-21,Employment Agency,Uzan Corporation,UIA Talent Agency,850,7TH AVE,,NEW YORK,NY,10019,2129691797,Manhattan,1.0,105.0,4.0,1024854,1010260032,MN17,137.0,,-73.98119234606403,40.763942119685346,"(40.763942119685346, -73.98119234606403)"
1227728-DCA,Business,2021-01-31,Active,2013-01-15,Debt Collection Agency,"MIDLAND CREDIT MANAGEMENT, INC.",,4405,E COTTON CENTER BLVD,,PHOENIX,AZ,85040,8585602600,Outside NYC,,,,,,,,,,,
2089401-DCA,Business,2020-05-01,Active,2019-08-12,Employment Agency,Rareform Sound LLC,,276,FIFTH AVE,,NEW YORK,NY,10001,6105641678,Manhattan,1.0,303.0,33.0,3397891,3017630024,MN17,76.0,,-73.9547980435613,40.692741300965096,"(40.692741300965096, -73.9547980435613)"
2079998-DCA,Business,2019-11-20,Active,2018-11-16,Garage,SP PLUS CORPORATION,,37,BLUE SLIP,,BROOKLYN,NY,11222,2125025490,Brooklyn,3.0,301.0,33.0,3418101,3024720100,BK76,563.0,"Vehicle Spaces: 162, Bicycle Spaces: 16",-73.95945254691568,40.73576168127934,"(40.73576168127934, -73.95945254691568)"
2004598-DCA,Business,2021-01-31,Active,2014-03-11,Debt Collection Agency,FMS INVESTMENT CORP.,,1100,W LAKE COOK RD,,BUFFALO GROVE,IL,60089,8006059817,Outside NYC,,,,,,,,,,,
2051291-DCA,Business,2021-03-31,Inactive,2017-04-17,Parking Lot,1150 RIVER PARKING CORP,,1150,RIVER AVE,,BRONX,NY,10452,646-651-7036,Bronx,2.0,204.0,16.0,2000000,2024880001,BX63,197.0,"Vehicle Spaces: 74, Bicycle Spaces: 7",-73.9220444119276,40.83443209334136,"(40.83443209334136, -73.92204441192759)"
2085206-DCA,Business,2021-08-01,Active,2019-04-26,Pool or Billiard Room,SPIN CITY BILLIARDS INC,NEW CITY BILLIARDS & CAFE,4312,50TH ST,,WOODSIDE,NY,11377,7185071660,Queens,4.0,402.0,26.0,4001289,4001380025,QN31,25301.0,,-73.9146940755314,40.74423223406095,"(40.74423223406095, -73.9146940755314)"
2063827-DCA,Business,2021-01-31,Active,2017-12-22,Debt Collection Agency,Utechtik Inc,Dynamic Recoveries Management,30,W MAIN ST,,RIVERHEAD,NY,11901,631-208-7883,Outside NYC,,,,,,,,,,,
2089086-DCA,Business,2020-03-31,Active,2019-08-05,Sightseeing Bus,Aurora Tourism Services LLC,,25,BROADWAY,,NEW YORK,NY,10004,9293530455,Manhattan,1.0,101.0,1.0,1000045,1000130027,MN25,13.0,Active Plate Numbers:  3101,-74.01337387786248,40.70575136036927,"(40.70575136036927, -74.01337387786249)"
1466739-DCA,Business,2021-07-31,Active,2013-06-06,Secondhand Dealer - Auto,ANGEL AUTO REPAIR INC.,,865,ROGERS AVE,,BROOKLYN,NY,11226,718-284-0566,Brooklyn,3.0,317.0,40.0,3117315,3051080011,BK95,824.0,,-73.95231566327344,40.64933440331561,"(40.64933440331562, -73.95231566327344)"
2089411-DCA,Business,2021-07-31,Active,2019-08-12,Secondhand Dealer - Auto,ZACK & AUTO SALES LLC,,2432 D,RICHMOND TER,,STATEN ISLAND,NY,10302,,Staten Island,5.0,501.0,49.0,5026106,5011230052,SI28,207.0,,-74.14257318455739,40.63894100223265,"(40.63894100223265, -74.14257318455739)"
2088606-DCA,Business,2019-08-25,Inactive,2019-07-23,Amusement Device Temporary,"ALL COUNTY AMUSEMENTS, INC.",,1451,143RD ST,,WHITESTONE,NY,11357,6312772481,Queens,4.0,407.0,19.0,4098777,4041110075,QN49,945.0,"Device Name(s):  KIDSTOWN, SLIDE, BOUNCE, TORNADO, SIZZLER, ROUND UP, TUBS OF FUN (FRUIT CUPS), JETSONS",-73.82614011947929,40.7857127748661,"(40.7857127748661, -73.82614011947928)"
2057690-DCA,Business,2021-08-01,Active,2017-08-30,Pool or Billiard Room,JAY MAC'S BAR AND BILLARDS CORP,,2515,MCDONALD AVE,,BROOKLYN,NY,11223,9175745666,Brooklyn,3.0,315.0,47.0,3194409,3071730058,BK26,386.0,,-73.97409398047883,40.59087730550426,"(40.590877305504264, -73.97409398047883)"
2065112-DCA,Business,2019-10-31,Active,2018-01-19,Car Wash,ALPHA CAR WASH LLC,Alpha Car Wash LLC,625,11TH AVE,,NEW YORK,NY,10036,,Manhattan,1.0,104.0,3.0,1080988,1010940029,MN15,129.0,,-73.99640094066925,40.76347424771161,"(40.763474247711606, -73.99640094066925)"
2045194-DCA,Business,2021-01-31,Active,2016-11-01,Debt Collection Agency,"CONVERGENT OUTSOURCING, INC.",,2400,PRESIDENTS DR,4th Floor,MONTGOMERY,AL,36116,,Outside NYC,,,,,,,,,,,
2090073-DCA,Business,2021-01-31,Active,2019-08-29,Debt Collection Agency,SUTHERLAND GLOBAL COLLECTION SERVICES LLC,,BERTHAPHIL II,COMPUND JOSE ABAD SANTOS AVE,CLARK SPECIAL ECONOMIC ZONE,CLARK,PHILIPPINES,2009,585-354-2157,Outside NYC,,,,,,,,,,,
1432703-DCA,Business,2021-01-31,Active,2012-06-05,Debt Collection Agency,"QUALITY ASSET RECOVERY, LLC",,7,FOSTER AVE,,GIBBSBORO,NJ,08026,8569251010,Outside NYC,,,,,,,,,,,
1381183-DCA,Business,2021-07-31,Active,2011-01-24,Secondhand Dealer - Auto,BAY RIDGE VOLVO-AMERICAN INC.,,8902,4TH AVE,,BROOKLYN,NY,11209,7188364600,Brooklyn,3.0,310.0,43.0,3154184,3060640028,BK31,60.0,,-74.0292423714472,40.620646561602136,"(40.62064656160213, -74.0292423714472)"
2089530-DCA,Business,2021-03-31,Active,2019-08-14,Garage and Parking Lot,30-40-60 GARAGE LLC,,30,E 9TH ST,,NEW YORK,NY,10003,6469644323,Manhattan,1.0,102.0,2.0,1009090,1005607501,MN23,59.0,"Vehicle Spaces: 95, Bicycle Spaces: 9",-73.99386969778419,40.731975406516476,"(40.731975406516476, -73.99386969778418)"
2002110-DCA,Business,2021-01-31,Active,2014-01-02,Debt Collection Agency,"MAURY COBB, ATTORNEY AT LAW, LLC",MAURY COBB AND ASSOCIATES,301,BEACON PKWY W,,BIRMINGHAM,AL,35209,205-313-2633,Outside NYC,,,,,,,,,,,
2049062-DCA,Business,2021-01-31,Active,2017-03-03,Debt Collection Agency,"CAWLEY & BERGMANN, LLC",,55,AMHERST VILLA RD,,BUFFALO,NY,14225,8885230856,Outside NYC,,,,,,,,,,,
2049053-DCA,Business,2021-01-31,Active,2017-03-03,Debt Collection Agency,"CAWLEY & BERGMANN, LLC",,550,BROAD ST,,NEWARK,NJ,07102,8885230856,Outside NYC,,,,,,,,,,,
2089103-DCA,Business,2021-03-31,Active,2019-08-05,Garage,PUBLIC PARKING 200 E. 15TH STREET INC,,200,E 15TH ST,,NEW YORK,NY,10003,7187297276,Manhattan,1.0,106.0,2.0,1019522,1008960048,MN21,48.0,"Vehicle Spaces: 43, Bicycle Spaces: 0",-73.98660603184895,40.733937290063366,"(40.73393729006337, -73.98660603184896)"
2003531-DCA,Business,2021-01-31,Active,2014-02-12,Debt Collection Agency,"BILATERAL CREDIT CORP, LLC",,1980,PAWTUCKET AVE,,EAST PROVIDENCE,RI,02914,2129471200,Outside NYC,,,,,,,,,,,
2088972-DCA,Business,2019-09-30,Active,2019-08-01,Garage,MORRIS AVENUE PARKING LLC,,655,MORRIS AVE,,BRONX,NY,10451,6465027200,Bronx,2.0,201.0,17.0,2127027,2024410200,BX34,65.0,"Vehicle Spaces: 76, Bicycle Spaces: 8",-73.92175103955834,40.81962964152418,"(40.81962964152418, -73.92175103955834)"
2022970-DCA,Business,2019-10-10,Active,2015-05-18,Garage,ROCKWELL CAR PARK LLC,,29,FLATBUSH AVE,,BROOKLYN,NY,11217,212-996-6363,Brooklyn,3.0,302.0,35.0,3412935,3021067502,BK68,33.0,"Vehicle Spaces: 92, Bicycle Spaces: 9",-73.98022220224236,40.68789298081324,"(40.68789298081324, -73.98022220224236)"
2033713-DCA,Business,2021-07-31,Active,2016-02-25,Secondhand Dealer - Auto,TRINITY AUTO BROKERS INC.,,3610,DYRE AVE,,BRONX,NY,10466,7186767109,Bronx,2.0,212.0,12.0,2095114,2049490037,BX03,484.0,,-73.83126870341599,40.885134001773906,"(40.885134001773906, -73.83126870341599)"
1462908-DCA,Business,2021-01-31,Active,2013-04-18,Debt Collection Agency,"COLLINS ASSET GROUP, LLC",,5725,W HIGHWAY 290,,AUSTIN,TX,78735,5127659059,Outside NYC,,,,,,,,,,,
2015227-DCA,Business,2020-05-01,Active,2014-11-03,Employment Agency,ROSA MARIA PEDRAZA,New Delphi Employment Agency,10,E 39TH ST,,NEW YORK,NY,10016,2124027735,Manhattan,1.0,105.0,4.0,1017228,1008680010,MN20,82.0,,-73.98159293588057,40.751280677022905,"(40.75128067702291, -73.98159293588057)"
1459315-DCA,Business,2021-01-31,Active,2013-03-07,Debt Collection Agency,CMB ASSOCIATES OF NJ,,95,BAY HARBOR BLVD,,BRICK,NJ,08723,7322370500,Outside NYC,,,,,,,,,,,
2089253-DCA,Business,2020-06-15,Active,2019-08-07,Auction House Premises,W.I. EQUIPMENT CORP,,2,4th Ave,,Bay Shore,NY,11706,5168196951,Outside NYC,,,,,,,,,,,
2034472-DCA,Business,2021-01-31,Active,2016-03-16,Debt Collection Agency,"FIRST ASSOCIATES LOAN SERVICING, LLC",,15373,INNOVATION DR,,SAN DIEGO,CA,92128,858-815-9651,Outside NYC,,,,,,,,,,,
2077311-DCA,Business,2021-01-31,Active,2018-08-22,Debt Collection Agency,"NCB MANAGEMENT SERVICES, INC.",,1,MANGROVE WAY,"FREEPORT, ST, JAMES",MONTEGO BAY,WEST INDIES,JMCJ1,8444532844,Outside NYC,,,,,,,,,,,
2089307-DCA,Business,2020-04-30,Active,2019-08-08,Tow Truck Company,RATTAN TOWING INC.,,6515,COOPER AVE,,GLENDALE,NY,11385,7183814101,Queens,4.0,405.0,30.0,4087254,4036000060,QN19,577.0,,-73.88871065266135,40.69869094614801,"(40.698690946148005, -73.88871065266135)"
2089192-DCA,Business,2021-03-15,Active,2019-08-06,Dealer In Products,STAR LIGHT SUPPLY LLC,,8931,161ST ST,,JAMAICA,NY,11432,7186194374,Queens,4.0,412.0,24.0,4208869,4097600027,QN61,44601.0,,-73.79975148695797,40.70603358602212,"(40.706033586022116, -73.79975148695797)"
2043892-DCA,Business,2021-07-31,Active,2016-09-20,Secondhand Dealer - Auto,MILEA TRUCK SALES OF BROOKLYN CORP,,64,UNION ST,,BROOKLYN,NY,11231,,Brooklyn,3.0,306.0,39.0,3004373,3003410009,BK33,51.0,,-74.00457554561254,40.68481770106688,"(40.684817701066876, -74.00457554561254)"
1406682-DCA,Business,2019-01-31,Inactive,2011-09-02,Debt Collection Agency,"PIONEER CREDIT RECOVERY, INC.",,197,SW WATERFORD CT,,LAKE CITY,FL,32025,866-372-6840,Outside NYC,,,,,,,,,,,
2003532-DCA,Business,2021-01-31,Active,2014-02-12,Debt Collection Agency,FAY SERVICING LLC,,1601,LYNDON B JOHNSON FWY,,FARMERS BRANCH,TX,75234,3125084225,Outside NYC,,,,,,,,,,,
2089048-DCA,Business,2019-08-21,Inactive,2019-08-02,Garage,EAST 85TH GARAGE LLC,,30,E 85TH ST,,NEW YORK,NY,10028,6469644323,Manhattan,1.0,108.0,4.0,1072932,1014967501,MN40,15001.0,"Vehicle Spaces: 43, Bicycle Spaces: 0",-73.95975397503081,40.78035565415114,"(40.780355654151144, -73.95975397503081)"
2089927-DCA,Business,2021-01-31,Active,2019-08-26,Debt Collection Agency,"NATIONWIDE CREDIT, INC.",,1225,W WASHINGTON ST,,TEMPE,AZ,85281,770-383-4324,Outside NYC,,,,,,,,,,,
2088978-DCA,Business,2020-04-30,Active,2019-08-01,Pawnbroker,Luxury Asset Capital LLC,,110,W 40TH ST,,NEW YORK,NY,10018,,Manhattan,1.0,105.0,4.0,1080614,1008150039,MN17,113.0,,-73.98569608376084,40.75381740559305,"(40.75381740559305, -73.98569608376084)"
